p	form_index	Kmax	min_k	represented_ks	count	k	status	decision	nodes	witness	value	gcd	method
83	72	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	12	[0, 1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	72	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[0, -1, 0, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	72	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	11	[1, -2, -1, -7, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	26	[-1, -1, -2, -1, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	12	[-2, 0, -4, -1, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	73	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	33	[-2, -2, -9, -4, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	30		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	17	[0, 1, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	10	[-2, 0, -2, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	74	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	177	[-7, -3, -1, 4, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	14	[-1, -1, 0, 1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, -1, 0, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	12	[-1, -1, -2, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	75	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	165	[-7, -3, 0, 1, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	37	[2, -2, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	9	[1, -6, -3, -2, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	76	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	10	[0, -12, -7, -3, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	12	[-1, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-2, -2, 1, -2, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	77	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	22	[-1, -5, 2, -3, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	9	[-1, -1, 1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	20	[-2, -2, 1, -1, 1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-6, -3, 1, -1, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	78	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	22	[-12, -6, 3, -2, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[-1, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	13	[-1, 0, 1, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	14	[-2, 2, -1, -4, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	79	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	32	[-2, 4, -2, -8, -3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	2	NOT_FOUND	NO_EXACT	22		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, 0, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[0, 0, -4, -2, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	80	5	1	[1, 3, 4, 5]	4	5	FOUND	YES_EXACT	14	[1, 2, -8, -4, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[-1, 0, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	24	[-2, 3, -4, -2, 0]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	81	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	304	[-4, 2, -8, -3, -1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, -1, -1, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	164	[-2, -1, -2, -2, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	30	[-3, -2, -4, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	82	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-3, 0, -3, 1, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	7	[0, 1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	7	[0, 1, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	7	[-1, 1, -4, -3, 1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	83	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[-3, 0, -9, -5, 3]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	7	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[0, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	18	[1, -2, 1, -1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	84	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[-2, 2, 3, 1, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, 0, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	17	[3, -1, -2, -1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[2, -4, -4, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	85	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	9	[4, -6, -9, -5, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	13	[-1, 1, 0, 0, -1]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-3, 1, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	6	[-6, 1, -1, 1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	86	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	58	[-12, 3, -4, 0, -2]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	11	[-1, -1, 0, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	14	[-2, -1, -2, 1, 0]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	22	[-3, -2, -4, 0, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	87	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	10	[-2, -4, -9, 1, -1]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	10	[1, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[0, 0, 1, 0, -2]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	17	[0, -1, 0, 1, -4]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	88	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	9	[-1, -1, 3, 0, -8]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	14	[-1, -1, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	11	[-2, 1, -2, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	89	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[0, 0, -1, -7, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[0, 0, 0, -1, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	8	[-1, 1, 0, -2, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	74	[-2, 3, 1, -4, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	90	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	29	[-4, 0, -1, -8, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	15	[-2, 1, -1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	9	[-2, 0, -2, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	91	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	8	[0, 0, -2, 2, -7]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	2	FOUND	YES_EXACT	6	[0, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	3	FOUND	YES_EXACT	6	[-1, -1, -2, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	4	FOUND	YES_EXACT	22	[-3, 0, -2, -3, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	92	5	2	[2, 3, 4, 5]	4	5	FOUND	YES_EXACT	6	[1, -4, -2, -7, -4]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	9	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	6	[1, 0, -1, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	6	[1, 0, -2, 1, -3]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	93	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	27	[3, -1, -4, 2, -6]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	1	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	2	NOT_FOUND	NO_EXACT	28		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	3	FOUND	YES_EXACT	6	[-1, 0, 0, -1, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	4	FOUND	YES_EXACT	6	[-1, 1, 0, -3, -1]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	94	5	3	[3, 4, 5]	3	5	FOUND	YES_EXACT	18	[0, 0, -1, -7, 0]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	1	FOUND	YES_EXACT	6	[-1, 0, 0, 0, 0]	4	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	2	FOUND	YES_EXACT	6	[-1, -1, -1, 0, 0]	16	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	3	FOUND	YES_EXACT	65	[-2, 1, 1, 0, -1]	64	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	4	FOUND	YES_EXACT	32	[-3, -1, -2, -1, -2]	256	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	95	5	1	[1, 2, 3, 4, 5]	5	5	FOUND	YES_EXACT	6	[1, 0, -2, -2, -5]	1024	1	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
83	96	5	2	[2, 3, 4, 5]	4	0	NOT_FOUND	NO_EXACT	6		nothing	nothing	LLL + Fincke-Pohst / Kannan-style ellipsoid search [BigFloat-safe]
